date,prediction
2020-09-14,-0.968
2020-09-15,-0.996
2020-09-16,-0.994
2020-09-17,-1.0
2020-09-18,-0.994
2020-09-19,-0.9580838323353293
2020-09-20,-0.8911917098445595
