date,prediction
2020-09-10,-0.704
2020-09-11,-0.774
2020-09-12,-0.8190954773869347
2020-09-13,-0.8293515358361775
2020-09-14,-0.916
2020-09-15,-0.952
2020-09-16,-0.958
